Date,Item Name,Brand,Platform,Purchase Price,Sale Price,Platform Fees,Shipping Cost,Buyer Username
04/14/2025,Infiniti pro Conair Tourmaline Ceramic curling wand,Conair,ebay,0.00,21.00,3.35,10.00,jesmes-11
